-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  49.479   Longitude 11.1906 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 425.69 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS50M,ALLSKY_SFC_SW_DWN,WD50M,T2M
2023,9,24,22,97.59,7.13,0.0,111.95,10.05
2023,9,24,23,97.57,7.87,0.0,111.91,9.63
2023,9,25,0,97.55,7.96,0.0,109.79,9.15
2023,9,25,1,97.52,7.74,0.0,107.03,8.46
2023,9,25,2,97.5,7.8,0.0,105.98,8.01
2023,9,25,3,97.5,7.83,0.0,107.66,7.74
2023,9,25,4,97.51,7.52,0.0,109.11,7.49
2023,9,25,5,97.5,7.08,0.0,108.85,7.47
2023,9,25,6,97.49,6.6,26.91,107.79,7.8
2023,9,25,7,97.47,5.36,158.8,107.75,9.88
2023,9,25,8,97.46,5.03,315.77,111.31,12.81
2023,9,25,9,97.44,6.42,456.52,120.84,16.38
2023,9,25,10,97.43,5.84,558.6,119.52,18.26
2023,9,25,11,97.42,5.1,617.64,118.53,19.72
2023,9,25,12,97.4,4.4,648.93,116.61,20.83
2023,9,25,13,97.37,3.82,608.43,114.05,21.57
2023,9,25,14,97.35,3.41,512.66,112.34,21.87
2023,9,25,15,97.34,3.19,382.15,112.43,21.69
2023,9,25,16,97.33,3.12,222.14,113.61,21.01
2023,9,25,17,97.33,3.08,62.88,114.1,18.63
2023,9,25,18,97.34,2.97,0.0,111.16,16.29
2023,9,25,19,97.36,2.89,0.0,105.2,15.51
2023,9,25,20,97.37,3.04,0.0,100.96,14.65
2023,9,25,21,97.38,3.3,0.0,99.53,13.82
2023,9,25,22,97.37,3.55,0.0,100.15,13.05
2023,9,25,23,97.36,3.81,0.0,102.32,12.33
2023,9,26,0,97.34,4.04,0.0,104.9,11.7
2023,9,26,1,97.32,4.13,0.0,107.27,11.15
2023,9,26,2,97.3,4.01,0.0,107.91,10.69
2023,9,26,3,97.29,3.84,0.0,106.78,10.27
2023,9,26,4,97.28,3.77,0.0,105.13,9.9
2023,9,26,5,97.28,3.84,0.0,104.6,9.67
2023,9,26,6,97.28,3.94,26.09,106.46,9.8
2023,9,26,7,97.28,3.3,159.78,109.38,12.53
2023,9,26,8,97.26,2.57,307.75,104.46,14.99
2023,9,26,9,97.24,2.91,452.13,102.88,18.73
2023,9,26,10,97.21,2.4,558.86,116.23,20.74
2023,9,26,11,97.18,1.89,621.61,126.59,22.12
2023,9,26,12,97.14,1.49,630.84,134.58,23.19
2023,9,26,13,97.11,1.22,586.74,141.51,23.94
2023,9,26,14,97.08,1.02,496.8,147.53,24.29
2023,9,26,15,97.06,0.83,365.62,157.3,24.16
2023,9,26,16,97.04,0.68,209.17,165.32,23.55
2023,9,26,17,97.06,0.54,56.26,180.0,22.21
2023,9,26,18,97.09,0.39,0.0,231.52,20.94
2023,9,26,19,97.11,0.55,0.0,299.13,20.1
2023,9,26,20,97.12,0.87,0.0,333.2,19.26
2023,9,26,21,97.13,1.08,0.0,356.27,18.38
2023,9,26,22,97.14,1.12,0.0,10.45,17.34
2023,9,26,23,97.15,0.93,0.0,15.09,16.91
2023,9,27,0,97.15,0.66,0.0,15.2,16.32
2023,9,27,1,97.15,0.42,0.0,10.68,15.69
2023,9,27,2,97.14,0.25,0.0,41.19,15.03
2023,9,27,3,97.14,0.31,0.0,123.69,14.36
2023,9,27,4,97.17,0.42,0.0,258.27,13.49
2023,9,27,5,97.22,1.39,0.0,294.84,12.48
2023,9,27,6,97.26,1.43,22.67,319.43,11.98
2023,9,27,7,97.26,0.81,148.55,48.5,13.51
2023,9,27,8,97.24,1.64,295.94,112.66,15.65
2023,9,27,9,97.2,3.01,440.07,111.91,19.8
2023,9,27,10,97.17,3.25,551.52,127.17,22.13
2023,9,27,11,97.12,3.23,615.48,137.45,23.44
2023,9,27,12,97.07,3.39,621.73,140.7,24.37
2023,9,27,13,97.01,3.61,565.55,141.94,24.95
2023,9,27,14,96.95,3.7,458.73,143.25,25.11
2023,9,27,15,96.89,3.67,336.76,144.28,24.82
2023,9,27,16,96.85,3.61,191.12,143.35,23.87
2023,9,27,17,96.84,3.62,50.8,143.87,20.84
2023,9,27,18,96.85,3.52,0.0,144.76,18.29
2023,9,27,19,96.85,3.23,0.0,145.04,17.6
2023,9,27,20,96.85,2.84,0.0,147.23,17.2
2023,9,27,21,96.85,2.34,0.0,153.43,16.97
2023,9,27,22,96.84,1.99,0.0,170.5,16.16
2023,9,27,23,96.84,2.09,0.0,196.74,15.55
2023,9,28,0,96.85,2.57,0.0,214.71,14.54
2023,9,28,1,96.85,3.14,0.0,220.26,13.28
2023,9,28,2,96.84,3.67,0.0,220.95,12.19
2023,9,28,3,96.84,4.09,0.0,221.28,11.31
2023,9,28,4,96.86,4.57,0.0,223.55,10.56
2023,9,28,5,96.87,5.01,0.0,226.9,10.23
2023,9,28,6,96.9,5.06,19.8,229.07,10.58
2023,9,28,7,96.94,4.22,127.92,228.38,13.08
2023,9,28,8,96.96,2.87,279.16,222.46,14.58
2023,9,28,9,96.98,2.03,428.08,215.77,16.99
2023,9,28,10,96.98,1.07,540.08,221.15,20.27
2023,9,28,11,96.98,0.77,604.99,218.84,23.01
2023,9,28,12,96.96,0.7,624.51,216.36,25.01
2023,9,28,13,96.93,0.77,584.58,215.13,26.03
2023,9,28,14,96.91,0.86,486.3,219.47,26.36
2023,9,28,15,96.88,0.9,351.38,220.44,26.17
2023,9,28,16,96.87,0.92,190.75,212.21,25.49
2023,9,28,17,96.88,1.41,44.09,175.87,23.33
2023,9,28,18,96.91,2.64,0.0,162.8,20.37
2023,9,28,19,96.93,3.86,0.0,165.71,18.33
2023,9,28,20,96.95,4.76,0.0,172.84,17.2
2023,9,28,21,96.97,5.38,0.0,179.25,16.48
2023,9,28,22,96.99,5.75,0.0,184.52,15.86
2023,9,28,23,97.0,6.02,0.0,188.29,15.08
2023,9,29,0,97.01,6.09,0.0,190.57,14.07
2023,9,29,1,97.01,6.05,0.0,192.31,13.32
2023,9,29,2,97.0,5.9,0.0,193.47,12.71
2023,9,29,3,96.99,5.81,0.0,193.06,12.18
2023,9,29,4,96.99,5.83,0.0,191.43,11.69
2023,9,29,5,96.99,6.0,0.0,189.96,11.29
2023,9,29,6,97.02,6.24,19.8,189.21,11.29
2023,9,29,7,97.05,5.48,113.7,187.53,13.82
2023,9,29,8,97.05,4.09,204.95,180.0,15.99
2023,9,29,9,97.04,4.29,314.07,182.71,19.21
2023,9,29,10,97.02,5.44,396.08,200.59,22.89
2023,9,29,11,96.99,5.71,455.88,205.34,25.01
2023,9,29,12,96.96,5.94,442.09,212.81,26.08
2023,9,29,13,96.93,6.28,442.88,226.31,26.65
2023,9,29,14,96.9,6.71,391.22,238.57,26.99
2023,9,29,15,96.87,7.11,275.46,249.41,26.53
2023,9,29,16,96.85,7.18,139.62,262.81,24.63
2023,9,29,17,96.89,7.79,31.18,276.68,22.07
2023,9,29,18,96.99,8.3,0.0,288.43,20.59
2023,9,29,19,97.08,7.67,0.0,291.65,19.4
2023,9,29,20,97.12,7.22,0.0,283.45,18.26
2023,9,29,21,97.16,7.39,0.0,277.78,17.26
2023,9,29,22,97.2,7.7,0.0,277.34,16.3
2023,9,29,23,97.23,7.87,0.0,279.84,15.63
2023,9,30,0,97.27,7.42,0.0,283.22,15.22
2023,9,30,1,97.29,6.7,0.0,289.34,15.05
2023,9,30,2,97.31,5.98,0.0,301.22,14.92
2023,9,30,3,97.33,5.56,0.0,321.28,14.83
2023,9,30,4,97.37,5.57,0.0,341.95,14.49
2023,9,30,5,97.41,5.57,0.0,354.2,13.8
2023,9,30,6,97.48,5.23,14.65,357.52,13.1
2023,9,30,7,97.54,4.45,97.48,0.2,12.81
2023,9,30,8,97.57,3.35,197.7,2.81,13.21
2023,9,30,9,97.6,2.55,313.96,348.69,14.53
2023,9,30,10,97.61,2.75,352.22,322.51,16.65
2023,9,30,11,97.63,3.25,452.69,310.9,18.33
2023,9,30,12,97.61,3.15,424.85,308.75,19.48
2023,9,30,13,97.56,2.89,400.81,307.3,20.13
2023,9,30,14,97.54,2.69,340.26,308.04,20.23
2023,9,30,15,97.5,2.39,267.68,307.28,20.05
2023,9,30,16,97.49,2.26,139.85,309.4,19.37
2023,9,30,17,97.5,2.22,30.0,317.14,17.48
2023,9,30,18,97.53,2.06,0.0,330.04,15.85
2023,9,30,19,97.55,1.86,0.0,343.16,15.25
2023,9,30,20,97.57,1.45,0.0,358.46,14.8
2023,9,30,21,97.59,1.04,0.0,19.25,14.29
2023,9,30,22,97.59,0.61,0.0,59.16,14.06
2023,9,30,23,97.59,0.81,0.0,149.98,13.33
2023,10,1,0,97.58,1.68,0.0,181.86,12.15
2023,10,1,1,97.57,2.58,0.0,195.64,11.01
2023,10,1,2,97.57,3.17,0.0,210.79,10.03
2023,10,1,3,97.57,3.49,0.0,223.01,9.33
2023,10,1,4,97.57,3.72,0.0,227.39,8.79
2023,10,1,5,97.56,3.89,0.0,227.36,8.32
2023,10,1,6,97.57,4.01,15.16,228.55,8.09
2023,10,1,7,97.58,3.61,109.31,231.32,10.53
2023,10,1,8,97.6,2.57,253.55,232.16,12.54
2023,10,1,9,97.6,3.53,379.7,256.43,16.35
2023,10,1,10,97.59,3.93,494.73,260.16,18.84
2023,10,1,11,97.58,4.05,577.61,261.9,20.31
2023,10,1,12,97.55,4.06,597.77,266.24,21.47
2023,10,1,13,97.51,3.89,552.57,268.96,22.06
2023,10,1,14,97.48,3.68,465.34,268.78,22.32
2023,10,1,15,97.45,3.44,322.96,267.53,22.07
2023,10,1,16,97.42,3.11,172.34,265.54,21.26
2023,10,1,17,97.42,2.58,33.15,262.7,18.98
2023,10,1,18,97.43,2.03,0.0,253.93,18.08
2023,10,1,19,97.43,1.77,0.0,231.81,17.83
2023,10,1,20,97.43,2.13,0.0,206.75,17.1
2023,10,1,21,97.42,2.96,0.0,192.82,15.92
2023,10,1,22,97.42,4.01,0.0,189.19,14.63
2023,10,1,23,97.4,5.06,0.0,189.96,13.72
2023,10,2,0,97.4,5.85,0.0,191.62,13.29
2023,10,2,1,97.4,6.18,0.0,194.12,12.76
2023,10,2,2,97.38,5.99,0.0,196.45,12.03
2023,10,2,3,97.37,5.46,0.0,197.5,11.31
2023,10,2,4,97.36,4.85,0.0,195.98,10.75
2023,10,2,5,97.36,4.45,0.0,190.93,10.34
2023,10,2,6,97.36,4.48,16.39,183.6,10.18
2023,10,2,7,97.37,4.38,118.59,176.52,12.82
2023,10,2,8,97.38,3.5,274.2,169.44,14.92
2023,10,2,9,97.37,3.8,398.44,173.86,18.08
2023,10,2,10,97.36,4.44,512.51,183.33,21.23
2023,10,2,11,97.33,4.37,586.48,189.58,23.26
2023,10,2,12,97.29,4.21,598.51,196.82,24.9
2023,10,2,13,97.24,4.07,540.64,202.23,26.05
2023,10,2,14,97.18,3.84,445.8,203.49,26.43
2023,10,2,15,97.14,3.63,309.62,201.44,26.08
2023,10,2,16,97.11,3.63,160.47,191.79,24.82
2023,10,2,17,97.1,4.48,31.0,176.7,20.97
2023,10,2,18,97.09,5.9,0.0,170.31,18.13
2023,10,2,19,97.08,7.02,0.0,169.8,17.24
2023,10,2,20,97.07,7.53,0.0,171.22,16.47
2023,10,2,21,97.02,7.73,0.0,173.44,15.79
2023,10,2,22,96.98,7.96,0.0,176.79,15.2
2023,10,2,23,96.95,7.99,0.0,180.73,14.55
2023,10,3,0,96.91,7.9,0.0,184.25,13.88
2023,10,3,1,96.86,7.68,0.0,189.55,13.23
2023,10,3,2,96.81,7.64,0.0,200.66,12.74
2023,10,3,3,96.76,7.83,0.0,211.5,12.58
2023,10,3,4,96.73,7.63,0.0,213.56,12.41
2023,10,3,5,96.7,7.6,0.0,214.7,13.41
2023,10,3,6,96.68,7.75,13.88,214.49,13.81
2023,10,3,7,96.69,7.28,104.09,213.09,15.95
2023,10,3,8,96.68,6.31,254.92,213.08,18.33
2023,10,3,9,96.67,8.47,394.71,238.54,21.31
2023,10,3,10,96.65,9.05,471.15,247.24,22.65
2023,10,3,11,96.63,9.44,510.99,249.72,24.01
2023,10,3,12,96.6,10.22,487.91,252.48,25.64
2023,10,3,13,96.57,11.04,299.84,255.62,26.26
2023,10,3,14,96.55,11.62,260.3,258.33,25.85
2023,10,3,15,96.59,12.17,155.91,261.66,24.57
2023,10,3,16,96.64,12.2,80.52,263.82,22.87
2023,10,3,17,96.72,12.01,19.17,265.04,20.83
2023,10,3,18,96.88,13.65,0.0,279.82,18.55
2023,10,3,19,97.12,13.88,0.0,295.73,16.0
2023,10,3,20,97.26,10.81,0.0,295.43,13.92
2023,10,3,21,97.39,10.02,0.0,293.35,12.83
2023,10,3,22,97.5,9.16,0.0,295.41,11.98
2023,10,3,23,97.61,7.87,0.0,292.9,11.01
2023,10,4,0,97.7,6.47,0.0,280.29,10.11
2023,10,4,1,97.72,5.84,0.0,262.08,9.42
2023,10,4,2,97.7,5.94,0.0,248.53,9.22
2023,10,4,3,97.69,5.9,0.0,242.65,9.23
2023,10,4,4,97.7,5.59,0.0,243.86,9.13
2023,10,4,5,97.71,5.15,0.0,246.58,9.11
2023,10,4,6,97.73,4.78,12.81,249.02,9.02
2023,10,4,7,97.78,4.5,100.45,252.95,9.69
2023,10,4,8,97.8,4.58,230.55,257.08,11.21
2023,10,4,9,97.79,5.71,377.1,263.08,13.82
2023,10,4,10,97.78,6.45,468.77,265.9,15.74
2023,10,4,11,97.77,6.7,534.14,272.74,16.99
2023,10,4,12,97.74,6.48,493.83,281.12,17.8
2023,10,4,13,97.69,5.85,449.65,288.7,18.18
2023,10,4,14,97.66,5.43,387.5,293.95,18.12
2023,10,4,15,97.64,5.04,271.77,296.92,17.44
2023,10,4,16,97.62,4.15,135.26,295.55,16.27
2023,10,4,17,97.61,3.08,20.58,289.54,14.01
2023,10,4,18,97.63,2.71,0.0,281.99,12.67
2023,10,4,19,97.65,2.83,0.0,278.42,12.1
2023,10,4,20,97.66,3.05,0.0,278.09,11.54
2023,10,4,21,97.65,3.12,0.0,275.17,11.01
2023,10,4,22,97.63,3.12,0.0,269.43,9.98
2023,10,4,23,97.62,3.33,0.0,263.39,9.08
2023,10,5,0,97.6,3.72,0.0,257.75,8.23
2023,10,5,1,97.58,4.27,0.0,252.66,7.4
2023,10,5,2,97.56,4.75,0.0,250.19,6.78
2023,10,5,3,97.53,5.07,0.0,252.04,6.47
2023,10,5,4,97.53,5.35,0.0,253.71,6.66
2023,10,5,5,97.52,5.56,0.0,255.51,7.04
2023,10,5,6,97.51,5.45,9.53,256.4,7.18
2023,10,5,7,97.51,4.79,78.94,254.02,8.51
2023,10,5,8,97.53,3.76,209.09,251.6,9.8
2023,10,5,9,97.56,4.52,326.98,261.06,11.57
2023,10,5,10,97.57,5.61,412.3,270.0,13.08
2023,10,5,11,97.57,5.87,433.7,275.96,13.85
2023,10,5,12,97.57,5.92,231.26,279.57,14.27
2023,10,5,13,97.56,5.96,235.75,280.72,14.54
2023,10,5,14,97.54,5.84,226.2,281.02,14.61
2023,10,5,15,97.52,5.68,149.25,281.43,14.6
2023,10,5,16,97.53,5.52,75.45,284.43,14.39
2023,10,5,17,97.56,5.12,14.21,288.21,12.35
2023,10,5,18,97.59,4.89,0.0,293.16,10.18
2023,10,5,19,97.63,4.48,0.0,298.53,9.76
2023,10,5,20,97.64,4.04,0.0,302.03,9.2
2023,10,5,21,97.66,3.63,0.0,300.82,8.57
2023,10,5,22,97.68,3.4,0.0,297.8,8.19
2023,10,5,23,97.69,3.08,0.0,294.88,7.97
2023,10,6,0,97.7,2.57,0.0,288.22,7.87
2023,10,6,1,97.7,2.15,0.0,274.37,7.71
2023,10,6,2,97.7,1.83,0.0,258.45,7.58
2023,10,6,3,97.7,1.63,0.0,236.16,7.2
2023,10,6,4,97.7,1.85,0.0,215.37,6.8
2023,10,6,5,97.7,2.36,0.0,201.8,6.12
2023,10,6,6,97.69,3.08,10.32,191.25,5.3
2023,10,6,7,97.7,3.5,94.23,184.48,7.32
2023,10,6,8,97.71,2.97,248.27,183.02,9.53
2023,10,6,9,97.69,3.49,379.98,201.8,13.31
2023,10,6,10,97.66,3.52,458.04,218.14,15.53
2023,10,6,11,97.62,3.67,536.94,226.12,16.97
2023,10,6,12,97.55,3.9,524.01,228.81,18.17
2023,10,6,13,97.49,4.11,474.0,236.16,18.95
2023,10,6,14,97.44,4.25,391.5,243.67,19.13
2023,10,6,15,97.4,4.35,287.28,249.81,18.8
2023,10,6,16,97.36,4.16,135.92,251.16,17.83
2023,10,6,17,97.35,4.16,20.66,248.74,14.98
2023,10,6,18,97.36,4.7,0.0,250.27,12.76
2023,10,6,19,97.36,5.31,0.0,254.9,11.73
2023,10,6,20,97.36,5.86,0.0,260.95,11.13
2023,10,6,21,97.38,6.24,0.0,265.77,10.97
2023,10,6,22,97.38,6.46,0.0,269.03,10.24
2023,10,6,23,97.37,6.66,0.0,269.13,9.43
2023,10,7,0,97.36,6.92,0.0,265.66,8.74
2023,10,7,1,97.36,7.21,0.0,263.78,8.29
2023,10,7,2,97.35,7.37,0.0,264.22,7.9
2023,10,7,3,97.33,7.42,0.0,263.9,7.58
2023,10,7,4,97.32,7.46,0.0,261.02,7.33
2023,10,7,5,97.31,7.59,0.0,257.7,6.98
2023,10,7,6,97.31,7.68,9.67,256.23,6.8
2023,10,7,7,97.33,6.65,71.12,255.64,8.7
2023,10,7,8,97.35,5.14,171.33,252.78,11.08
2023,10,7,9,97.35,7.3,246.3,265.4,14.7
2023,10,7,10,97.35,8.06,302.45,267.28,16.88
2023,10,7,11,97.34,8.44,258.29,267.93,18.3
2023,10,7,12,97.31,8.8,283.48,268.78,19.23
2023,10,7,13,97.28,9.21,304.82,270.1,19.71
2023,10,7,14,97.24,9.25,238.09,267.58,19.62
2023,10,7,15,97.22,9.43,153.77,264.77,19.35
2023,10,7,16,97.21,9.32,74.41,264.52,18.74
2023,10,7,17,97.22,9.07,15.0,260.13,17.34
2023,10,7,18,97.23,8.81,0.0,254.41,16.02
2023,10,7,19,97.24,8.92,0.0,253.72,15.21
2023,10,7,20,97.26,9.12,0.0,257.68,14.37
2023,10,7,21,97.25,9.74,0.0,258.38,13.81
2023,10,7,22,97.2,10.92,0.0,263.55,14.11
2023,10,7,23,97.19,9.18,0.0,267.03,13.3
2023,10,8,0,97.2,8.64,0.0,268.55,12.68
2023,10,8,1,97.22,8.63,0.0,269.9,12.33
2023,10,8,2,97.21,8.68,0.0,267.83,12.05
2023,10,8,3,97.2,8.64,0.0,267.36,11.93
2023,10,8,4,97.21,8.64,0.0,271.14,11.74
2023,10,8,5,97.23,8.55,0.0,274.87,11.56
2023,10,8,6,97.25,8.47,6.67,279.24,11.67
2023,10,8,7,97.31,7.17,47.59,284.44,12.44
2023,10,8,8,97.36,6.15,105.14,293.44,13.83
2023,10,8,9,97.42,6.61,178.2,306.98,15.73
2023,10,8,10,97.46,6.34,185.33,313.3,17.0
2023,10,8,11,97.47,6.38,202.86,315.74,18.05
2023,10,8,12,97.48,6.66,205.73,318.38,18.92
2023,10,8,13,97.47,6.82,253.77,321.23,19.35
2023,10,8,14,97.47,6.55,175.58,323.64,19.37
2023,10,8,15,97.46,6.16,121.89,325.91,19.17
2023,10,8,16,97.45,5.46,59.87,332.85,18.32
2023,10,8,17,97.47,4.29,13.13,354.36,15.65
2023,10,8,18,97.49,3.49,0.0,32.77,13.64
2023,10,8,19,97.48,3.46,0.0,79.73,12.72
2023,10,8,20,97.47,4.35,0.0,119.74,11.84
2023,10,8,21,97.45,5.64,0.0,143.45,11.46
2023,10,8,22,97.4,6.5,0.0,154.76,11.49
2023,10,8,23,97.32,6.5,0.0,164.38,11.43
2023,10,9,0,97.24,6.14,0.0,178.25,11.1
2023,10,9,1,97.17,5.95,0.0,195.86,10.84
2023,10,9,2,97.1,5.89,0.0,217.02,10.87
2023,10,9,3,97.06,6.12,0.0,240.16,10.64
2023,10,9,4,97.03,6.94,0.0,256.59,10.4
2023,10,9,5,96.99,7.64,0.0,262.48,10.8
2023,10,9,6,96.96,7.97,7.45,264.71,10.98
2023,10,9,7,96.99,7.64,54.53,266.25,11.89
2023,10,9,8,97.01,6.29,135.66,265.58,13.8
2023,10,9,9,97.04,7.39,155.19,276.98,16.62
2023,10,9,10,97.05,8.32,190.13,285.63,18.78
2023,10,9,11,97.06,8.25,174.26,288.78,19.96
2023,10,9,12,97.05,7.84,197.93,286.02,20.08
2023,10,9,13,97.03,7.69,215.27,277.23,20.01
2023,10,9,14,96.97,7.41,182.64,268.61,20.33
2023,10,9,15,96.96,7.35,124.26,272.44,20.21
2023,10,9,16,96.97,7.22,42.53,276.46,19.12
2023,10,9,17,96.98,7.65,8.26,279.7,16.97
2023,10,9,18,97.01,7.97,0.0,283.26,15.48
2023,10,9,19,97.02,7.76,0.0,288.23,14.83
2023,10,9,20,97.03,7.4,0.0,293.37,14.11
2023,10,9,21,97.05,7.0,0.0,296.94,13.69
2023,10,9,22,97.05,6.52,0.0,298.56,13.4
2023,10,9,23,97.05,6.25,0.0,298.84,12.56
2023,10,10,0,97.06,6.02,0.0,298.53,11.78
2023,10,10,1,97.08,5.7,0.0,296.53,11.24
2023,10,10,2,97.09,5.39,0.0,292.59,11.13
2023,10,10,3,97.1,5.19,0.0,288.6,10.9
2023,10,10,4,97.11,5.12,0.0,286.11,10.72
2023,10,10,5,97.12,5.11,0.0,284.61,10.3
2023,10,10,6,97.11,5.05,7.62,281.69,9.47
2023,10,10,7,97.14,4.86,80.14,279.54,11.4
2023,10,10,8,97.17,3.59,206.72,279.65,14.09
2023,10,10,9,97.18,3.55,327.13,283.49,17.18
2023,10,10,10,97.17,3.89,443.7,282.89,19.95
2023,10,10,11,97.16,3.94,504.2,279.37,21.84
2023,10,10,12,97.12,3.98,507.98,270.67,23.23
2023,10,10,13,97.06,4.28,469.48,260.66,24.05
2023,10,10,14,97.03,4.71,373.99,252.83,24.21
2023,10,10,15,96.99,5.06,249.56,248.63,23.69
2023,10,10,16,96.98,5.06,110.32,247.59,22.02
2023,10,10,17,96.99,5.12,12.95,249.74,18.23
2023,10,10,18,97.01,4.93,0.0,250.36,16.39
2023,10,10,19,97.03,4.75,0.0,244.66,16.37
2023,10,10,20,97.03,5.02,0.0,237.52,16.38
2023,10,10,21,97.03,5.5,0.0,233.15,16.07
2023,10,10,22,97.02,5.75,0.0,230.18,15.51
2023,10,10,23,97.0,5.93,0.0,230.4,14.46
2023,10,11,0,96.99,6.17,0.0,234.32,13.2
2023,10,11,1,96.97,6.23,0.0,237.19,12.32
2023,10,11,2,96.95,6.13,0.0,237.75,11.65
2023,10,11,3,96.94,6.13,0.0,237.06,11.48
2023,10,11,4,96.93,6.35,0.0,234.22,11.8
2023,10,11,5,96.93,6.75,0.0,230.49,11.65
2023,10,11,6,96.92,7.21,7.41,227.81,11.29
2023,10,11,7,96.92,7.25,81.78,225.35,13.02
2023,10,11,8,96.92,5.65,238.29,219.72,15.49
2023,10,11,9,96.92,4.97,382.2,218.87,18.23
2023,10,11,10,96.91,6.79,485.41,239.9,21.73
2023,10,11,11,96.89,7.25,541.56,243.9,23.57
2023,10,11,12,96.84,7.74,543.28,247.19,24.74
2023,10,11,13,96.79,7.97,494.69,250.13,25.3
2023,10,11,14,96.75,7.93,391.86,251.8,25.27
2023,10,11,15,96.71,7.62,252.29,251.84,24.69
2023,10,11,16,96.67,7.12,112.97,248.44,22.89
2023,10,11,17,96.66,7.35,11.49,243.0,18.71
2023,10,11,18,96.67,7.67,0.0,238.92,16.83
2023,10,11,19,96.66,7.92,0.0,236.18,16.13
2023,10,11,20,96.66,8.14,0.0,234.97,15.5
2023,10,11,21,96.65,8.41,0.0,235.41,14.99
2023,10,11,22,96.64,8.71,0.0,235.97,14.73
2023,10,11,23,96.62,8.72,0.0,235.81,14.54
2023,10,12,0,96.61,8.51,0.0,238.75,14.32
2023,10,12,1,96.6,8.3,0.0,239.09,13.73
2023,10,12,2,96.57,8.4,0.0,236.38,13.12
2023,10,12,3,96.55,8.54,0.0,234.3,13.04
2023,10,12,4,96.54,8.51,0.0,233.1,13.23
2023,10,12,5,96.54,8.39,0.0,234.52,13.39
2023,10,12,6,96.59,8.21,6.95,242.46,13.4
2023,10,12,7,96.65,7.47,45.12,248.4,13.95
2023,10,12,8,96.7,5.97,123.86,252.18,15.55
2023,10,12,9,96.73,6.01,138.73,270.07,17.67
2023,10,12,10,96.75,5.69,181.42,282.78,19.47
2023,10,12,11,96.77,5.18,188.04,281.48,19.8
2023,10,12,12,96.75,4.65,160.45,273.08,19.28
2023,10,12,13,96.71,4.32,136.37,265.02,18.9
2023,10,12,14,96.67,3.77,124.82,260.09,18.7
2023,10,12,15,96.62,4.24,88.2,250.4,18.41
2023,10,12,16,96.59,5.83,31.66,248.38,17.76
2023,10,12,17,96.6,7.12,7.87,255.13,16.4
2023,10,12,18,96.63,7.86,0.0,261.71,15.91
2023,10,12,19,96.65,8.12,0.0,265.42,15.55
2023,10,12,20,96.66,8.27,0.0,266.48,15.35
2023,10,12,21,96.68,8.44,0.0,268.14,15.03
2023,10,12,22,96.69,8.38,0.0,270.59,14.88
2023,10,12,23,96.7,7.62,0.0,270.88,14.45
2023,10,13,0,96.7,6.7,0.0,266.93,13.74
2023,10,13,1,96.71,6.27,0.0,259.81,13.24
2023,10,13,2,96.7,6.1,0.0,246.75,13.01
2023,10,13,3,96.69,6.19,0.0,234.87,12.87
2023,10,13,4,96.67,6.41,0.0,228.26,12.65
2023,10,13,5,96.64,6.77,0.0,223.27,12.66
2023,10,13,6,96.61,7.08,0.0,219.89,12.59
2023,10,13,7,96.61,7.14,77.11,218.29,13.92
2023,10,13,8,96.61,5.95,193.44,212.02,15.64
2023,10,13,9,96.6,4.95,320.22,203.04,17.71
2023,10,13,10,96.58,5.9,416.25,213.82,20.41
2023,10,13,11,96.55,7.4,471.66,229.5,22.91
2023,10,13,12,96.49,7.54,491.8,232.37,24.5
2023,10,13,13,96.41,7.71,408.75,231.75,25.65
2023,10,13,14,96.34,7.87,331.48,228.1,26.24
2023,10,13,15,96.26,7.87,222.32,220.17,25.85
2023,10,13,16,96.2,8.19,96.08,208.82,23.74
2023,10,13,17,96.17,9.31,8.27,199.77,20.17
2023,10,13,18,96.16,10.1,0.0,196.67,18.8
2023,10,13,19,96.13,9.92,0.0,198.46,18.18
2023,10,13,20,96.07,9.84,0.0,200.78,17.46
2023,10,13,21,96.02,9.93,0.0,201.8,16.77
2023,10,13,22,95.98,9.82,0.0,205.14,16.04
2023,10,13,23,95.94,9.76,0.0,210.18,15.55
2023,10,14,0,95.92,9.84,0.0,216.93,15.73
2023,10,14,1,95.94,9.84,0.0,226.58,15.55
2023,10,14,2,95.95,9.57,0.0,235.1,15.08
2023,10,14,3,95.97,8.99,0.0,239.69,14.98
2023,10,14,4,95.97,8.59,0.0,236.95,14.97
2023,10,14,5,95.93,8.72,0.0,230.31,14.89
2023,10,14,6,95.9,9.36,0.0,230.86,14.58
2023,10,14,7,95.91,9.49,47.45,232.22,14.86
2023,10,14,8,95.92,10.0,123.4,231.31,15.69
2023,10,14,9,95.94,12.44,182.13,244.37,17.0
